lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,33.08,66.92,12.84
1,1,1,17,1,33.01,66.99,12.85
1,1,1,17,2,33.03,66.97,12.85
1,1,1,17,3,32.93,67.07,12.85
1,1,1,17,4,33.06,66.94,12.85
1,1,1,17,5,32.94,67.06,12.85
1,1,1,17,6,32.99,67.01,12.85
1,1,1,17,7,33.03,66.97,12.85
1,1,1,17,8,33.05,66.95,12.85
1,1,1,17,9,33.10,66.90,12.85
1,1,1,17,10,33.08,66.92,12.85
1,1,1,17,11,32.94,67.06,12.83
1,1,1,17,12,33.09,66.91,12.85
1,1,1,17,13,33.12,66.88,12.85
1,1,1,17,14,33.12,66.88,12.85
1,1,1,17,15,32.99,67.01,12.85
1,1,1,18,0,33.08,66.92,13.59
1,1,1,18,1,33.12,66.88,13.59
1,1,1,18,2,33.06,66.94,13.59
1,1,1,18,3,33.12,66.88,13.58
1,1,1,18,4,33.08,66.92,13.58
1,1,1,18,5,33.11,66.89,13.59
1,1,1,18,6,33.13,66.87,13.59
1,1,1,18,7,33.09,66.91,13.59
1,1,1,18,8,33.11,66.89,13.59
1,1,1,18,9,33.05,66.95,13.58
1,1,1,18,10,33.05,66.95,13.60
1,1,1,18,11,33.06,66.94,13.59
1,1,1,18,12,33.07,66.93,13.59
1,1,1,18,13,33.18,66.82,13.59
1,1,1,18,14,33.13,66.87,13.60
1,1,1,18,15,33.07,66.93,13.59
1,1,1,19,0,33.08,66.92,14.33
1,1,1,19,1,33.09,66.91,14.33
1,1,1,19,2,33.12,66.88,14.34
1,1,1,19,3,33.03,66.97,14.33
1,1,1,19,4,33.09,66.91,14.34
1,1,1,19,5,33.13,66.87,14.32
1,1,1,19,6,33.12,66.88,14.33
1,1,1,19,7,33.15,66.85,14.34
1,1,1,19,8,33.14,66.86,14.33
1,1,1,19,9,33.06,66.94,14.33
1,1,1,19,10,33.13,66.87,14.34
1,1,1,19,11,33.22,66.78,14.33
1,1,1,19,12,33.09,66.91,14.33
1,1,1,19,13,33.18,66.82,14.33
1,1,1,19,14,33.10,66.90,14.34
1,1,1,19,15,33.13,66.87,14.34
1,1,1,20,0,33.10,66.90,15.08
1,1,1,20,1,33.19,66.81,15.08
1,1,1,20,2,33.15,66.85,15.07
1,1,1,20,3,33.20,66.80,15.07
1,1,1,20,4,33.18,66.82,15.07
1,1,1,20,5,33.17,66.83,15.08
1,1,1,20,6,33.16,66.84,15.08
1,1,1,20,7,33.12,66.88,15.08
1,1,1,20,8,33.14,66.86,15.08
1,1,1,20,9,33.00,67.00,15.06
1,1,1,20,10,33.21,66.79,15.08
1,1,1,20,11,33.08,66.92,15.07
1,1,1,20,12,33.11,66.89,15.07
1,1,1,20,13,33.12,66.88,15.08
1,1,1,20,14,33.09,66.91,15.07
1,1,1,20,15,33.11,66.89,15.06
1,1,1,21,0,33.15,66.85,15.83
1,1,1,21,1,33.20,66.80,15.82
1,1,1,21,2,33.11,66.89,15.83
1,1,1,21,3,33.18,66.82,15.81
1,1,1,21,4,33.13,66.87,15.81
1,1,1,21,5,33.17,66.83,15.81
1,1,1,21,6,33.19,66.81,15.83
1,1,1,21,7,33.15,66.85,15.82
1,1,1,21,8,33.20,66.80,15.83
1,1,1,21,9,33.20,66.81,15.82
1,1,1,21,10,33.21,66.79,15.82
1,1,1,21,11,33.09,66.91,15.83
1,1,1,21,12,33.16,66.84,15.82
1,1,1,21,13,33.01,66.99,15.83
1,1,1,21,14,33.17,66.83,15.82
1,1,1,21,15,33.10,66.90,15.81
1,1,1,22,0,33.21,66.79,16.57
1,1,1,22,1,33.17,66.83,16.56
1,1,1,22,2,33.13,66.87,16.57
1,1,1,22,3,33.13,66.87,16.57
1,1,1,22,4,33.20,66.80,16.57
1,1,1,22,5,33.19,66.81,16.56
1,1,1,22,6,33.21,66.79,16.56
1,1,1,22,7,33.26,66.74,16.56
1,1,1,22,8,33.24,66.76,16.56
1,1,1,22,9,33.14,66.86,16.59
1,1,1,22,10,33.17,66.83,16.55
1,1,1,22,11,33.16,66.84,16.58
1,1,1,22,12,33.20,66.80,16.56
1,1,1,22,13,33.18,66.82,16.56
1,1,1,22,14,33.26,66.74,16.57
1,1,1,22,15,33.27,66.73,16.57
1,1,1,23,0,33.19,66.81,17.32
1,1,1,23,1,33.24,66.76,17.30
1,1,1,23,2,33.28,66.72,17.30
1,1,1,23,3,33.20,66.80,17.32
1,1,1,23,4,33.25,66.75,17.30
1,1,1,23,5,33.15,66.85,17.29
1,1,1,23,6,33.23,66.77,17.31
1,1,1,23,7,33.21,66.79,17.30
1,1,1,23,8,33.16,66.84,17.31
1,1,1,23,9,33.25,66.75,17.31
1,1,1,23,10,33.24,66.76,17.31
1,1,1,23,11,33.25,66.75,17.32
1,1,1,23,12,33.23,66.77,17.31
1,1,1,23,13,33.19,66.81,17.32
1,1,1,23,14,33.16,66.84,17.31
1,1,1,23,15,33.22,66.78,17.32
1,1,1,24,0,33.22,66.78,18.06
1,1,1,24,1,33.20,66.80,18.04
1,1,1,24,2,33.19,66.81,18.06
1,1,1,24,3,33.18,66.82,18.06
1,1,1,24,4,33.25,66.75,18.06
1,1,1,24,5,33.22,66.78,18.06
1,1,1,24,6,33.24,66.76,18.07
1,1,1,24,7,33.21,66.79,18.04
1,1,1,24,8,33.25,66.75,18.06
1,1,1,24,9,33.22,66.78,18.06
1,1,1,24,10,33.23,66.77,18.06
1,1,1,24,11,33.25,66.75,18.05
1,1,1,24,12,33.17,66.83,18.08
1,1,1,24,13,33.21,66.79,18.05
1,1,1,24,14,33.15,66.85,18.05
1,1,1,24,15,33.21,66.79,18.06
1,1,1,25,0,33.22,66.78,18.81
1,1,1,25,1,33.27,66.73,18.81
1,1,1,25,2,33.24,66.76,18.80
1,1,1,25,3,33.17,66.83,18.81
1,1,1,25,4,33.22,66.78,18.79
1,1,1,25,5,33.22,66.78,18.79
1,1,1,25,6,33.21,66.79,18.80
1,1,1,25,7,33.16,66.84,18.80
1,1,1,25,8,33.21,66.79,18.80
1,1,1,25,9,33.34,66.66,18.79
1,1,1,25,10,33.19,66.81,18.81
1,1,1,25,11,33.25,66.75,18.80
1,1,1,25,12,33.29,66.71,18.80
1,1,1,25,13,33.24,66.76,18.80
1,1,1,25,14,33.23,66.77,18.81
1,1,1,25,15,33.29,66.71,18.80
1,1,1,26,0,33.31,66.69,19.53
1,1,1,26,1,33.21,66.79,19.53
1,1,1,26,2,33.24,66.76,19.54
1,1,1,26,3,33.24,66.76,19.57
1,1,1,26,4,33.28,66.72,19.55
1,1,1,26,5,33.20,66.80,19.56
1,1,1,26,6,33.19,66.81,19.54
1,1,1,26,7,33.24,66.76,19.55
1,1,1,26,8,33.27,66.73,19.54
1,1,1,26,9,33.25,66.75,19.57
1,1,1,26,10,33.19,66.81,19.56
1,1,1,26,11,33.33,66.67,19.55
1,1,1,26,12,33.27,66.73,19.55
1,1,1,26,13,33.29,66.71,19.55
1,1,1,26,14,33.28,66.72,19.56
1,1,1,26,15,33.25,66.75,19.56
1,1,1,27,0,33.25,66.75,20.31
1,1,1,27,1,33.20,66.80,20.29
1,1,1,27,2,33.22,66.78,20.30
1,1,1,27,3,33.25,66.75,20.31
1,1,1,27,4,33.27,66.73,20.30
1,1,1,27,5,33.28,66.72,20.30
1,1,1,27,6,33.20,66.80,20.30
1,1,1,27,7,33.21,66.79,20.30
1,1,1,27,8,33.30,66.70,20.30
1,1,1,27,9,33.25,66.75,20.28
1,1,1,27,10,33.32,66.68,20.30
1,1,1,27,11,33.22,66.78,20.30
1,1,1,27,12,33.24,66.76,20.29
1,1,1,27,13,33.26,66.74,20.31
1,1,1,27,14,33.21,66.79,20.30
1,1,1,27,15,33.31,66.69,20.31
1,1,1,28,0,33.27,66.73,21.04
1,1,1,28,1,33.16,66.84,21.02
1,1,1,28,2,33.29,66.71,21.06
1,1,1,28,3,33.19,66.81,21.06
1,1,1,28,4,33.19,66.81,21.04
1,1,1,28,5,33.27,66.73,21.04
1,1,1,28,6,33.28,66.72,21.04
1,1,1,28,7,33.22,66.78,21.06
1,1,1,28,8,33.13,66.87,21.04
1,1,1,28,9,33.37,66.63,21.05
1,1,1,28,10,33.24,66.76,21.03
1,1,1,28,11,33.27,66.73,21.02
1,1,1,28,12,33.24,66.76,21.04
1,1,1,28,13,33.22,66.78,21.04
1,1,1,28,14,33.21,66.79,21.04
1,1,1,28,15,33.30,66.70,21.04
1,1,1,29,0,33.25,66.75,21.78
1,1,1,29,1,33.22,66.78,21.80
1,1,1,29,2,33.24,66.76,21.78
1,1,1,29,3,33.25,66.75,21.80
1,1,1,29,4,33.33,66.67,21.78
1,1,1,29,5,33.24,66.76,21.80
1,1,1,29,6,33.29,66.71,21.79
1,1,1,29,7,33.27,66.73,21.79
1,1,1,29,8,33.22,66.78,21.80
1,1,1,29,9,33.28,66.72,21.78
1,1,1,29,10,33.22,66.78,21.77
1,1,1,29,11,33.27,66.73,21.80
1,1,1,29,12,33.29,66.71,21.78
1,1,1,29,13,33.32,66.68,21.79
1,1,1,29,14,33.33,66.67,21.80
1,1,1,29,15,33.26,66.74,21.78
1,1,1,30,0,33.25,66.75,22.54
1,1,1,30,1,33.28,66.72,22.54
1,1,1,30,2,33.27,66.73,22.54
1,1,1,30,3,33.29,66.71,22.55
1,1,1,30,4,33.25,66.75,22.53
1,1,1,30,5,33.31,66.69,22.53
1,1,1,30,6,33.21,66.79,22.56
1,1,1,30,7,33.37,66.63,22.52
1,1,1,30,8,33.28,66.72,22.55
1,1,1,30,9,33.35,66.65,22.55
1,1,1,30,10,33.27,66.73,22.56
1,1,1,30,11,33.25,66.75,22.53
1,1,1,30,12,33.34,66.66,22.54
1,1,1,30,13,33.25,66.75,22.55
1,1,1,30,14,33.37,66.63,22.54
1,1,1,30,15,33.29,66.71,22.54
1,1,1,31,0,33.26,66.74,23.29
1,1,1,31,1,33.27,66.73,23.28
1,1,1,31,2,33.27,66.73,23.28
1,1,1,31,3,33.30,66.70,23.30
1,1,1,31,4,33.34,66.66,23.28
1,1,1,31,5,33.18,66.82,23.30
1,1,1,31,6,33.20,66.80,23.29
1,1,1,31,7,33.36,66.64,23.30
1,1,1,31,8,33.32,66.68,23.29
1,1,1,31,9,33.33,66.67,23.28
1,1,1,31,10,33.26,66.74,23.28
1,1,1,31,11,33.29,66.71,23.29
1,1,1,31,12,33.27,66.73,23.28
1,1,1,31,13,33.22,66.78,23.29
1,1,1,31,14,33.24,66.76,23.28
1,1,1,31,15,33.28,66.72,23.30
1,1,1,32,0,33.37,66.63,24.04
1,1,1,32,1,33.17,66.83,24.04
1,1,1,32,2,33.16,66.84,24.05
1,1,1,32,3,33.27,66.73,24.04
1,1,1,32,4,33.35,66.65,24.04
1,1,1,32,5,33.22,66.78,24.05
1,1,1,32,6,33.32,66.68,24.05
1,1,1,32,7,33.27,66.73,24.02
1,1,1,32,8,33.27,66.73,24.04
1,1,1,32,9,33.29,66.71,24.03
1,1,1,32,10,33.39,66.61,24.02
1,1,1,32,11,33.33,66.67,24.04
1,1,1,32,12,33.31,66.69,24.05
