lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,30.88,69.12,13.41
1,1,1,17,1,30.90,69.10,13.40
1,1,1,17,2,30.84,69.16,13.42
1,1,1,17,3,30.84,69.16,13.40
1,1,1,17,4,30.86,69.14,13.40
1,1,1,17,5,30.85,69.15,13.41
1,1,1,17,6,30.89,69.11,13.41
1,1,1,17,7,30.82,69.18,13.40
1,1,1,17,8,30.92,69.08,13.41
1,1,1,17,9,30.84,69.16,13.40
1,1,1,17,10,30.80,69.20,13.40
1,1,1,17,11,30.91,69.09,13.41
1,1,1,17,12,30.84,69.16,13.40
1,1,1,17,13,30.78,69.22,13.41
1,1,1,17,14,30.81,69.19,13.41
1,1,1,17,15,30.88,69.12,13.41
1,1,1,18,0,31.28,68.72,14.12
1,1,1,18,1,31.24,68.76,14.10
1,1,1,18,2,31.27,68.73,14.10
1,1,1,18,3,31.24,68.76,14.10
1,1,1,18,4,31.22,68.78,14.10
1,1,1,18,5,31.26,68.74,14.10
1,1,1,18,6,31.19,68.81,14.10
1,1,1,18,7,31.25,68.75,14.11
1,1,1,18,8,31.24,68.76,14.11
1,1,1,18,9,31.21,68.79,14.11
1,1,1,18,10,31.23,68.77,14.10
1,1,1,18,11,31.24,68.76,14.11
1,1,1,18,12,31.24,68.76,14.11
1,1,1,18,13,31.27,68.73,14.11
1,1,1,18,14,31.19,68.81,14.11
1,1,1,18,15,31.21,68.79,14.09
1,1,1,19,0,31.47,68.53,14.82
1,1,1,19,1,31.61,68.39,14.81
1,1,1,19,2,31.47,68.53,14.82
1,1,1,19,3,31.50,68.50,14.81
1,1,1,19,4,31.55,68.45,14.80
1,1,1,19,5,31.53,68.47,14.83
1,1,1,19,6,31.51,68.49,14.82
1,1,1,19,7,31.55,68.45,14.82
1,1,1,19,8,31.54,68.46,14.82
1,1,1,19,9,31.54,68.46,14.82
1,1,1,19,10,31.49,68.51,14.82
1,1,1,19,11,31.46,68.54,14.80
1,1,1,19,12,31.51,68.49,14.82
1,1,1,19,13,31.56,68.44,14.82
1,1,1,19,14,31.57,68.43,14.82
1,1,1,19,15,31.55,68.45,14.81
1,1,1,20,0,31.73,68.27,15.52
1,1,1,20,1,31.78,68.22,15.52
1,1,1,20,2,31.76,68.24,15.52
1,1,1,20,3,31.73,68.27,15.51
1,1,1,20,4,31.67,68.33,15.51
1,1,1,20,5,31.74,68.26,15.53
1,1,1,20,6,31.80,68.20,15.51
1,1,1,20,7,31.81,68.19,15.52
1,1,1,20,8,31.68,68.32,15.53
1,1,1,20,9,31.70,68.30,15.52
1,1,1,20,10,31.69,68.31,15.53
1,1,1,20,11,31.71,68.29,15.52
1,1,1,20,12,31.68,68.32,15.52
1,1,1,20,13,31.81,68.19,15.52
1,1,1,20,14,31.69,68.31,15.52
1,1,1,20,15,31.72,68.28,15.52
1,1,1,21,0,31.87,68.13,16.24
1,1,1,21,1,31.96,68.04,16.24
1,1,1,21,2,31.96,68.04,16.24
1,1,1,21,3,32.01,67.99,16.24
1,1,1,21,4,31.93,68.07,16.22
1,1,1,21,5,31.94,68.06,16.25
1,1,1,21,6,31.97,68.03,16.23
1,1,1,21,7,31.96,68.04,16.23
1,1,1,21,8,31.95,68.05,16.23
1,1,1,21,9,32.01,67.99,16.25
1,1,1,21,10,31.91,68.09,16.24
1,1,1,21,11,31.90,68.10,16.24
1,1,1,21,12,31.98,68.02,16.24
1,1,1,21,13,31.95,68.05,16.23
1,1,1,21,14,31.94,68.06,16.23
1,1,1,21,15,31.89,68.11,16.24
1,1,1,22,0,32.17,67.83,16.96
1,1,1,22,1,32.09,67.91,16.95
1,1,1,22,2,32.17,67.83,16.96
1,1,1,22,3,32.18,67.82,16.96
1,1,1,22,4,32.13,67.87,16.95
1,1,1,22,5,32.07,67.93,16.96
1,1,1,22,6,32.15,67.85,16.95
1,1,1,22,7,32.11,67.89,16.95
1,1,1,22,8,32.17,67.83,16.95
1,1,1,22,9,32.14,67.86,16.96
1,1,1,22,10,32.16,67.84,16.95
