lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,13.44,86.56,16.07
1,1,1,17,1,13.44,86.56,16.08
1,1,1,17,2,13.44,86.56,16.07
1,1,1,17,3,13.49,86.51,16.07
1,1,1,17,4,13.48,86.52,16.08
1,1,1,17,5,13.42,86.58,16.08
1,1,1,17,6,13.45,86.55,16.07
1,1,1,17,7,13.49,86.51,16.08
1,1,1,17,8,13.38,86.62,16.08
1,1,1,17,9,13.45,86.56,16.08
1,1,1,17,10,13.49,86.51,16.08
1,1,1,17,11,13.42,86.58,16.07
1,1,1,17,12,13.44,86.56,16.08
1,1,1,17,13,13.46,86.54,16.08
1,1,1,17,14,13.44,86.56,16.08
1,1,1,17,15,13.43,86.57,16.08
1,1,1,18,0,16.32,83.68,16.64
1,1,1,18,1,16.28,83.72,16.63
1,1,1,18,2,16.31,83.69,16.64
1,1,1,18,3,16.33,83.67,16.64
1,1,1,18,4,16.33,83.67,16.64
1,1,1,18,5,16.27,83.73,16.64
1,1,1,18,6,16.29,83.71,16.64
1,1,1,18,7,16.33,83.67,16.63
1,1,1,18,8,16.27,83.73,16.64
1,1,1,18,9,16.29,83.71,16.64
1,1,1,18,10,16.22,83.78,16.64
1,1,1,18,11,16.34,83.66,16.64
1,1,1,18,12,16.38,83.62,16.64
1,1,1,18,13,16.24,83.76,16.64
1,1,1,18,14,16.32,83.68,16.64
1,1,1,18,15,16.37,83.63,16.64
1,1,1,19,0,18.60,81.40,17.21
1,1,1,19,1,18.59,81.41,17.21
1,1,1,19,2,18.62,81.38,17.21
1,1,1,19,3,18.60,81.40,17.21
1,1,1,19,4,18.67,81.33,17.22
1,1,1,19,5,18.61,81.39,17.21
1,1,1,19,6,18.60,81.40,17.22
1,1,1,19,7,18.66,81.34,17.22
1,1,1,19,8,18.69,81.31,17.21
1,1,1,19,9,18.72,81.28,17.21
1,1,1,19,10,18.60,81.40,17.22
1,1,1,19,11,18.65,81.35,17.22
1,1,1,19,12,18.59,81.41,17.21
1,1,1,19,13,18.61,81.39,17.21
1,1,1,19,14,18.62,81.38,17.22
1,1,1,19,15,18.64,81.36,17.21
1,1,1,20,0,20.51,79.49,17.81
1,1,1,20,1,20.52,79.48,17.80
1,1,1,20,2,20.54,79.46,17.81
1,1,1,20,3,20.57,79.43,17.81
1,1,1,20,4,20.52,79.48,17.80
1,1,1,20,5,20.53,79.47,17.80
1,1,1,20,6,20.58,79.42,17.81
1,1,1,20,7,20.53,79.47,17.80
1,1,1,20,8,20.49,79.51,17.80
1,1,1,20,9,20.47,79.53,17.81
1,1,1,20,10,20.52,79.48,17.81
1,1,1,20,11,20.53,79.47,17.81
1,1,1,20,12,20.56,79.44,17.80
1,1,1,20,13,20.53,79.47,17.81
1,1,1,20,14,20.56,79.44,17.80
1,1,1,20,15,20.49,79.51,17.81
1,1,1,21,0,22.11,77.89,18.41
1,1,1,21,1,22.11,77.89,18.41
1,1,1,21,2,22.18,77.83,18.41
1,1,1,21,3,22.13,77.87,18.41
1,1,1,21,4,22.22,77.78,18.40
1,1,1,21,5,22.15,77.85,18.41
1,1,1,21,6,22.08,77.92,18.40
1,1,1,21,7,22.07,77.93,18.40
1,1,1,21,8,22.19,77.81,18.40
1,1,1,21,9,22.15,77.85,18.41
1,1,1,21,10,22.12,77.88,18.41
1,1,1,21,11,22.10,77.90,18.41
1,1,1,21,12,22.19,77.81,18.40
1,1,1,21,13,22.18,77.82,18.41
1,1,1,21,14,22.13,77.87,18.40
1,1,1,21,15,22.11,77.89,18.41
1,1,1,22,0,23.45,76.55,19.01
1,1,1,22,1,23.53,76.47,19.01
1,1,1,22,2,23.43,76.57,19.01
1,1,1,22,3,23.40,76.60,19.01
1,1,1,22,4,23.46,76.54,19.02
1,1,1,22,5,23.49,76.51,19.01
1,1,1,22,6,23.48,76.52,19.02
1,1,1,22,7,23.44,76.56,19.01
1,1,1,22,8,23.47,76.53,19.01
1,1,1,22,9,23.42,76.58,19.02
1,1,1,22,10,23.52,76.48,19.02
1,1,1,22,11,23.50,76.50,19.01
1,1,1,22,12,23.58,76.42,19.03
1,1,1,22,13,23.51,76.49,19.01
1,1,1,22,14,23.43,76.57,19.01
1,1,1,22,15,23.50,76.50,19.02
1,1,1,23,0,24.60,75.40,19.64
1,1,1,23,1,24.63,75.37,19.64
1,1,1,23,2,24.61,75.39,19.65
1,1,1,23,3,24.56,75.44,19.65
1,1,1,23,4,24.62,75.38,19.64
1,1,1,23,5,24.58,75.42,19.64
1,1,1,23,6,24.59,75.41,19.63
1,1,1,23,7,24.61,75.39,19.65
1,1,1,23,8,24.58,75.42,19.65
1,1,1,23,9,24.61,75.39,19.64
1,1,1,23,10,24.60,75.40,19.64
1,1,1,23,11,24.58,75.42,19.64
1,1,1,23,12,24.62,75.38,19.63
1,1,1,23,13,24.66,75.34,19.65
1,1,1,23,14,24.66,75.34,19.63
1,1,1,23,15,24.66,75.34,19.64
1,1,1,24,0,25.59,74.42,20.28
1,1,1,24,1,25.63,74.37,20.27
1,1,1,24,2,25.64,74.36,20.27
1,1,1,24,3,25.48,74.52,20.27
1,1,1,24,4,25.61,74.39,20.26
1,1,1,24,5,25.57,74.43,20.27
1,1,1,24,6,25.52,74.48,20.27
1,1,1,24,7,25.61,74.39,20.27
1,1,1,24,8,25.59,74.41,20.27
1,1,1,24,9,25.58,74.42,20.27
1,1,1,24,10,25.61,74.39,20.28
1,1,1,24,11,25.57,74.43,20.27
1,1,1,24,12,25.59,74.41,20.27
1,1,1,24,13,25.50,74.50,20.27
1,1,1,24,14,25.55,74.45,20.27
1,1,1,24,15,25.58,74.42,20.28
1,1,1,25,0,26.47,73.53,20.91
1,1,1,25,1,26.39,73.61,20.90
1,1,1,25,2,26.37,73.63,20.90
1,1,1,25,3,26.33,73.67,20.91
1,1,1,25,4,26.35,73.65,20.91
1,1,1,25,5,26.47,73.53,20.92
1,1,1,25,6,26.43,73.57,20.91
1,1,1,25,7,26.43,73.57,20.92
1,1,1,25,8,26.41,73.59,20.91
1,1,1,25,9,26.41,73.59,20.92
1,1,1,25,10,26.41,73.59,20.90
1,1,1,25,11,26.41,73.59,20.91
1,1,1,25,12,26.40,73.60,20.90
1,1,1,25,13,26.39,73.61,20.92
1,1,1,25,14,26.47,73.53,20.91
1,1,1,25,15,26.47,73.53,20.92
1,1,1,26,0,27.14,72.86,21.57
1,1,1,26,1,27.16,72.84,21.56
1,1,1,26,2,27.16,72.84,21.56
1,1,1,26,3,27.14,72.86,21.56
1,1,1,26,4,27.09,72.91,21.56
1,1,1,26,5,27.13,72.87,21.56
1,1,1,26,6,27.13,72.87,21.56
1,1,1,26,7,27.07,72.93,21.55
1,1,1,26,8,27.14,72.86,21.56
1,1,1,26,9,27.13,72.87,21.56
1,1,1,26,10,27.07,72.93,21.54
1,1,1,26,11,27.06,72.94,21.55
1,1,1,26,12,27.10,72.90,21.56
1,1,1,26,13,27.11,72.89,21.56
1,1,1,26,14,27.11,72.89,21.56
1,1,1,26,15,27.13,72.87,21.55
1,1,1,27,0,27.75,72.25,22.21
1,1,1,27,1,27.75,72.25,22.22
1,1,1,27,2,27.73,72.27,22.20
1,1,1,27,3,27.76,72.24,22.21
1,1,1,27,4,27.76,72.24,22.23
1,1,1,27,5,27.70,72.30,22.22
1,1,1,27,6,27.77,72.23,22.21
1,1,1,27,7,27.77,72.23,22.22
1,1,1,27,8,27.66,72.34,22.21
1,1,1,27,9,27.70,72.30,22.22
1,1,1,27,10,27.86,72.14,22.22
1,1,1,27,11,27.75,72.25,22.21
1,1,1,27,12,27.73,72.27,22.21
1,1,1,27,13,27.79,72.21,22.21
1,1,1,27,14,27.81,72.19,22.21
1,1,1,27,15,27.75,72.25,22.21
1,1,1,28,0,28.26,71.74,22.86
1,1,1,28,1,28.32,71.68,22.87
1,1,1,28,2,28.19,71.81,22.87
1,1,1,28,3,28.36,71.64,22.88
1,1,1,28,4,28.34,71.66,22.87
1,1,1,28,5,28.21,71.79,22.88
1,1,1,28,6,28.30,71.70,22.86
1,1,1,28,7,28.28,71.72,22.87
1,1,1,28,8,28.28,71.72,22.87
1,1,1,28,9,28.29,71.71,22.87
1,1,1,28,10,28.35,71.65,22.87
