lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,33.40,66.60,12.76
1,1,1,17,1,33.37,66.63,12.77
1,1,1,17,2,33.33,66.67,12.75
1,1,1,17,3,33.30,66.70,12.77
1,1,1,17,4,33.28,66.72,12.77
1,1,1,17,5,33.32,66.68,12.76
1,1,1,17,6,33.30,66.70,12.75
1,1,1,17,7,33.28,66.72,12.77
1,1,1,17,8,33.28,66.72,12.76
1,1,1,17,9,33.25,66.75,12.76
1,1,1,17,10,33.34,66.66,12.76
1,1,1,17,11,33.33,66.67,12.75
1,1,1,17,12,33.27,66.73,12.75
1,1,1,17,13,33.34,66.66,12.76
1,1,1,17,14,33.29,66.71,12.76
1,1,1,17,15,33.35,66.65,12.76
1,1,1,18,0,33.26,66.74,13.53
1,1,1,18,1,33.22,66.78,13.51
1,1,1,18,2,33.24,66.76,13.51
1,1,1,18,3,33.33,66.67,13.50
1,1,1,18,4,33.36,66.64,13.52
1,1,1,18,5,33.26,66.74,13.52
1,1,1,18,6,33.32,66.68,13.51
1,1,1,18,7,33.28,66.72,13.52
1,1,1,18,8,33.26,66.74,13.51
1,1,1,18,9,33.35,66.65,13.50
1,1,1,18,10,33.43,66.57,13.50
1,1,1,18,11,33.31,66.69,13.51
1,1,1,18,12,33.29,66.71,13.51
1,1,1,18,13,33.29,66.71,13.52
1,1,1,18,14,33.26,66.74,13.52
1,1,1,18,15,33.34,66.66,13.51
1,1,1,19,0,33.36,66.64,14.25
1,1,1,19,1,33.35,66.65,14.26
1,1,1,19,2,33.30,66.70,14.25
1,1,1,19,3,33.29,66.71,14.25
1,1,1,19,4,33.23,66.77,14.27
1,1,1,19,5,33.37,66.63,14.26
1,1,1,19,6,33.31,66.69,14.26
1,1,1,19,7,33.33,66.67,14.26
1,1,1,19,8,33.27,66.73,14.26
1,1,1,19,9,33.34,66.66,14.25
1,1,1,19,10,33.30,66.70,14.26
1,1,1,19,11,33.24,66.76,14.27
1,1,1,19,12,33.39,66.61,14.26
1,1,1,19,13,33.35,66.65,14.25
1,1,1,19,14,33.32,66.68,14.26
1,1,1,19,15,33.38,66.62,14.26
1,1,1,20,0,33.34,66.66,15.01
1,1,1,20,1,33.30,66.70,15.00
1,1,1,20,2,33.26,66.74,15.02
1,1,1,20,3,33.24,66.76,15.00
1,1,1,20,4,33.25,66.75,15.00
1,1,1,20,5,33.38,66.62,15.01
1,1,1,20,6,33.25,66.75,15.01
1,1,1,20,7,33.23,66.77,15.02
1,1,1,20,8,33.35,66.65,15.00
1,1,1,20,9,33.34,66.66,15.00
1,1,1,20,10,33.39,66.61,15.00
1,1,1,20,11,33.29,66.71,15.00
1,1,1,20,12,33.30,66.70,15.01
1,1,1,20,13,33.32,66.68,15.00
1,1,1,20,14,33.41,66.59,15.02
1,1,1,20,15,33.31,66.69,15.00
1,1,1,21,0,33.35,66.65,15.76
1,1,1,21,1,33.28,66.72,15.76
1,1,1,21,2,33.35,66.65,15.78
1,1,1,21,3,33.29,66.71,15.77
1,1,1,21,4,33.31,66.69,15.76
1,1,1,21,5,33.32,66.68,15.76
1,1,1,21,6,33.29,66.71,15.77
1,1,1,21,7,33.22,66.78,15.75
1,1,1,21,8,33.31,66.69,15.76
1,1,1,21,9,33.30,66.70,15.75
1,1,1,21,10,33.25,66.75,15.77
1,1,1,21,11,33.34,66.66,15.73
1,1,1,21,12,33.27,66.73,15.76
1,1,1,21,13,33.25,66.75,15.77
1,1,1,21,14,33.30,66.70,15.77
1,1,1,21,15,33.37,66.63,15.76
1,1,1,22,0,33.27,66.73,16.52
1,1,1,22,1,33.41,66.59,16.53
1,1,1,22,2,33.32,66.68,16.52
1,1,1,22,3,33.38,66.62,16.51
1,1,1,22,4,33.33,66.67,16.51
1,1,1,22,5,33.34,66.66,16.51
1,1,1,22,6,33.35,66.65,16.51
1,1,1,22,7,33.33,66.67,16.51
1,1,1,22,8,33.35,66.65,16.50
1,1,1,22,9,33.33,66.67,16.49
1,1,1,22,10,33.29,66.71,16.51
1,1,1,22,11,33.24,66.76,16.51
1,1,1,22,12,33.30,66.70,16.50
1,1,1,22,13,33.29,66.71,16.50
1,1,1,22,14,33.32,66.68,16.51
1,1,1,22,15,33.32,66.68,16.51
1,1,1,23,0,33.30,66.70,17.26
1,1,1,23,1,33.28,66.72,17.26
1,1,1,23,2,33.35,66.65,17.26
1,1,1,23,3,33.31,66.69,17.26
