lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,29.83,70.17,13.63
1,1,1,17,1,29.79,70.21,13.62
1,1,1,17,2,29.90,70.10,13.63
1,1,1,17,3,29.81,70.19,13.64
1,1,1,17,4,29.78,70.22,13.63
1,1,1,17,5,29.90,70.10,13.63
1,1,1,17,6,29.82,70.18,13.62
1,1,1,17,7,29.84,70.16,13.63
1,1,1,17,8,29.74,70.26,13.63
1,1,1,17,9,29.91,70.09,13.64
1,1,1,17,10,29.77,70.23,13.64
1,1,1,17,11,29.93,70.07,13.63
1,1,1,17,12,29.76,70.24,13.63
1,1,1,17,13,29.74,70.26,13.62
1,1,1,17,14,29.83,70.17,13.63
1,1,1,17,15,29.82,70.18,13.63
1,1,1,18,0,30.33,69.67,14.32
1,1,1,18,1,30.28,69.72,14.31
1,1,1,18,2,30.34,69.66,14.32
1,1,1,18,3,30.29,69.71,14.32
1,1,1,18,4,30.27,69.73,14.32
1,1,1,18,5,30.33,69.67,14.32
1,1,1,18,6,30.30,69.70,14.32
1,1,1,18,7,30.33,69.67,14.32
1,1,1,18,8,30.30,69.70,14.32
1,1,1,18,9,30.32,69.68,14.32
1,1,1,18,10,30.30,69.70,14.33
1,1,1,18,11,30.27,69.73,14.32
1,1,1,18,12,30.35,69.65,14.31
1,1,1,18,13,30.35,69.65,14.32
1,1,1,18,14,30.38,69.62,14.32
1,1,1,18,15,30.33,69.67,14.32
1,1,1,19,0,30.74,69.26,15.01
1,1,1,19,1,30.76,69.24,15.01
1,1,1,19,2,30.64,69.36,15.02
1,1,1,19,3,30.69,69.31,15.01
1,1,1,19,4,30.79,69.21,15.02
1,1,1,19,5,30.74,69.26,15.01
1,1,1,19,6,30.82,69.18,15.01
1,1,1,19,7,30.71,69.29,15.02
1,1,1,19,8,30.72,69.28,15.02
1,1,1,19,9,30.74,69.26,15.01
