lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,26.91,73.09,14.19
1,1,1,17,1,26.91,73.09,14.19
1,1,1,17,2,26.88,73.12,14.18
1,1,1,17,3,26.97,73.03,14.19
1,1,1,17,4,26.93,73.07,14.18
1,1,1,17,5,26.97,73.03,14.19
1,1,1,17,6,26.95,73.05,14.18
1,1,1,17,7,26.85,73.15,14.19
1,1,1,17,8,26.91,73.09,14.19
1,1,1,17,9,26.88,73.12,14.18
1,1,1,17,10,26.89,73.11,14.18
1,1,1,17,11,26.81,73.19,14.18
1,1,1,17,12,26.84,73.16,14.18
1,1,1,17,13,26.90,73.10,14.18
1,1,1,17,14,26.94,73.06,14.19
1,1,1,17,15,26.86,73.14,14.19
1,1,1,18,0,27.77,72.23,14.83
1,1,1,18,1,27.83,72.17,14.83
1,1,1,18,2,27.75,72.25,14.83
1,1,1,18,3,27.84,72.16,14.84
1,1,1,18,4,27.70,72.30,14.84
1,1,1,18,5,27.82,72.18,14.85
1,1,1,18,6,27.75,72.25,14.83
1,1,1,18,7,27.76,72.24,14.84
1,1,1,18,8,27.91,72.09,14.84
1,1,1,18,9,27.77,72.23,14.84
1,1,1,18,10,27.83,72.17,14.83
1,1,1,18,11,27.80,72.20,14.84
1,1,1,18,12,27.83,72.17,14.83
1,1,1,18,13,27.83,72.17,14.84
1,1,1,18,14,27.81,72.19,14.85
1,1,1,18,15,27.83,72.17,14.84
1,1,1,19,0,28.49,71.51,15.50
1,1,1,19,1,28.63,71.37,15.51
1,1,1,19,2,28.62,71.38,15.50
1,1,1,19,3,28.59,71.41,15.49
1,1,1,19,4,28.58,71.42,15.51
1,1,1,19,5,28.59,71.41,15.49
1,1,1,19,6,28.60,71.40,15.50
1,1,1,19,7,28.48,71.52,15.51
1,1,1,19,8,28.42,71.58,15.50
1,1,1,19,9,28.63,71.37,15.51
1,1,1,19,10,28.53,71.47,15.50
1,1,1,19,11,28.52,71.48,15.49
1,1,1,19,12,28.63,71.37,15.49
1,1,1,19,13,28.61,71.39,15.50
1,1,1,19,14,28.59,71.41,15.50
1,1,1,19,15,28.58,71.42,15.51
1,1,1,20,0,29.24,70.76,16.17
1,1,1,20,1,29.21,70.79,16.16
1,1,1,20,2,29.16,70.84,16.16
1,1,1,20,3,29.14,70.86,16.18
1,1,1,20,4,29.27,70.73,16.17
1,1,1,20,5,29.16,70.84,16.17
1,1,1,20,6,29.14,70.86,16.17
1,1,1,20,7,29.16,70.84,16.17
1,1,1,20,8,29.21,70.79,16.18
1,1,1,20,9,29.18,70.82,16.17
1,1,1,20,10,29.15,70.85,16.17
1,1,1,20,11,29.18,70.82,16.18
1,1,1,20,12,29.22,70.78,16.16
1,1,1,20,13,29.08,70.92,16.17
1,1,1,20,14,29.12,70.88,16.17
1,1,1,20,15,29.14,70.86,16.17
1,1,1,21,0,29.65,70.35,16.86
1,1,1,21,1,29.66,70.34,16.85
1,1,1,21,2,29.76,70.24,16.85
1,1,1,21,3,29.74,70.26,16.85
1,1,1,21,4,29.75,70.25,16.84
1,1,1,21,5,29.67,70.33,16.84
1,1,1,21,6,29.69,70.31,16.85
1,1,1,21,7,29.76,70.24,16.85
1,1,1,21,8,29.66,70.34,16.84
1,1,1,21,9,29.72,70.28,16.85
1,1,1,21,10,29.71,70.29,16.85
1,1,1,21,11,29.67,70.33,16.86
1,1,1,21,12,29.75,70.25,16.85
1,1,1,21,13,29.71,70.29,16.85
1,1,1,21,14,29.76,70.24,16.85
1,1,1,21,15,29.69,70.31,16.86
1,1,1,22,0,30.13,69.87,17.54
1,1,1,22,1,30.19,69.81,17.53
1,1,1,22,2,30.16,69.84,17.53
1,1,1,22,3,30.18,69.82,17.54
1,1,1,22,4,30.09,69.91,17.54
1,1,1,22,5,30.17,69.83,17.52
1,1,1,22,6,30.13,69.87,17.53
1,1,1,22,7,30.17,69.83,17.54
1,1,1,22,8,30.15,69.85,17.54
1,1,1,22,9,30.10,69.90,17.53
1,1,1,22,10,30.23,69.77,17.53
1,1,1,22,11,30.14,69.86,17.54
1,1,1,22,12,30.14,69.86,17.52
1,1,1,22,13,30.21,69.79,17.55
1,1,1,22,14,30.19,69.81,17.54
1,1,1,22,15,30.19,69.81,17.53
1,1,1,23,0,30.51,69.49,18.23
1,1,1,23,1,30.45,69.55,18.21
1,1,1,23,2,30.53,69.47,18.21
1,1,1,23,3,30.52,69.48,18.23
1,1,1,23,4,30.52,69.48,18.21
1,1,1,23,5,30.56,69.44,18.23
1,1,1,23,6,30.54,69.46,18.22
1,1,1,23,7,30.47,69.53,18.23
1,1,1,23,8,30.46,69.54,18.23
1,1,1,23,9,30.52,69.48,18.22
1,1,1,23,10,30.50,69.50,18.22
1,1,1,23,11,30.44,69.56,18.23
1,1,1,23,12,30.49,69.51,18.23
1,1,1,23,13,30.51,69.49,18.22
1,1,1,23,14,30.52,69.48,18.22
1,1,1,23,15,30.47,69.53,18.22
1,1,1,24,0,30.82,69.18,18.92
1,1,1,24,1,30.83,69.17,18.92
1,1,1,24,2,30.82,69.18,18.91
1,1,1,24,3,30.84,69.16,18.91
1,1,1,24,4,30.79,69.21,18.92
1,1,1,24,5,30.75,69.25,18.93
1,1,1,24,6,30.81,69.19,18.92
1,1,1,24,7,30.82,69.18,18.93
1,1,1,24,8,30.87,69.13,18.93
1,1,1,24,9,30.84,69.16,18.91
1,1,1,24,10,30.84,69.16,18.91
1,1,1,24,11,30.81,69.19,18.92
1,1,1,24,12,30.84,69.16,18.92
1,1,1,24,13,30.80,69.20,18.92
1,1,1,24,14,30.87,69.13,18.91
1,1,1,24,15,30.84,69.16,18.91
1,1,1,25,0,31.12,68.88,19.62
1,1,1,25,1,31.16,68.84,19.61
1,1,1,25,2,31.12,68.88,19.61
1,1,1,25,3,31.13,68.87,19.61
1,1,1,25,4,31.15,68.85,19.61
1,1,1,25,5,31.14,68.86,19.61
1,1,1,25,6,31.11,68.89,19.62
1,1,1,25,7,31.14,68.86,19.63
1,1,1,25,8,31.10,68.90,19.62
1,1,1,25,9,31.10,68.90,19.61
1,1,1,25,10,31.10,68.90,19.60
1,1,1,25,11,31.06,68.94,19.62
1,1,1,25,12,31.06,68.94,19.62
1,1,1,25,13,31.08,68.92,19.61
1,1,1,25,14,31.10,68.90,19.61
1,1,1,25,15,31.06,68.94,19.60
1,1,1,26,0,31.38,68.62,20.32
1,1,1,26,1,31.36,68.64,20.31
1,1,1,26,2,31.31,68.69,20.33
1,1,1,26,3,31.37,68.63,20.32
1,1,1,26,4,31.22,68.78,20.31
1,1,1,26,5,31.31,68.69,20.32
1,1,1,26,6,31.37,68.63,20.32
1,1,1,26,7,31.35,68.65,20.31
1,1,1,26,8,31.40,68.60,20.32
1,1,1,26,9,31.37,68.63,20.32
1,1,1,26,10,31.34,68.66,20.32
1,1,1,26,11,31.35,68.65,20.31
1,1,1,26,12,31.33,68.67,20.33
1,1,1,26,13,31.27,68.73,20.34
1,1,1,26,14,31.32,68.68,20.31
1,1,1,26,15,31.33,68.67,20.31
1,1,1,27,0,31.50,68.50,21.03
1,1,1,27,1,31.49,68.51,21.03
1,1,1,27,2,31.67,68.33,21.03
1,1,1,27,3,31.62,68.38,21.03
