lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,0.00,100.00,0.00
1,1,1,17,1,0.00,100.00,0.00
1,1,1,17,2,0.00,100.00,0.00
1,1,1,17,3,0.00,100.00,0.00
1,1,1,17,4,0.00,100.00,0.00
1,1,1,17,5,0.00,100.00,0.00
1,1,1,17,6,0.00,100.00,0.00
1,1,1,17,7,0.00,100.00,0.00
1,1,1,17,8,0.00,100.00,0.00
1,1,1,17,9,0.00,100.00,0.00
1,1,1,17,10,0.00,100.00,0.00
1,1,1,17,11,0.00,100.00,0.00
1,1,1,17,12,0.00,100.00,0.00
1,1,1,17,13,0.00,100.00,0.00
1,1,1,17,14,0.00,100.00,0.00
1,1,1,17,15,0.00,100.00,0.00
1,1,1,18,0,4.78,95.22,18.00
1,1,1,18,1,4.75,95.25,18.00
1,1,1,18,2,4.78,95.22,18.00
1,1,1,18,3,4.82,95.18,18.00
1,1,1,18,4,4.77,95.23,18.00
1,1,1,18,5,4.78,95.22,18.00
1,1,1,18,6,4.77,95.23,18.00
1,1,1,18,7,4.77,95.23,18.00
1,1,1,18,8,4.77,95.23,18.00
1,1,1,18,9,4.73,95.27,18.00
1,1,1,18,10,4.75,95.25,18.00
1,1,1,18,11,4.77,95.23,18.00
1,1,1,18,12,4.76,95.24,18.00
1,1,1,18,13,4.76,95.24,18.00
1,1,1,18,14,4.78,95.22,18.00
1,1,1,18,15,4.75,95.25,18.00
1,1,1,19,0,8.66,91.34,18.52
1,1,1,19,1,8.71,91.29,18.52
1,1,1,19,2,8.62,91.38,18.53
1,1,1,19,3,8.65,91.35,18.52
1,1,1,19,4,8.66,91.34,18.52
1,1,1,19,5,8.62,91.38,18.52
1,1,1,19,6,8.68,91.32,18.53
1,1,1,19,7,8.66,91.34,18.53
1,1,1,19,8,8.64,91.36,18.52
1,1,1,19,9,8.67,91.33,18.52
1,1,1,19,10,8.67,91.33,18.52
1,1,1,19,11,8.64,91.36,18.52
1,1,1,19,12,8.65,91.35,18.53
1,1,1,19,13,8.64,91.36,18.52
1,1,1,19,14,8.65,91.35,18.53
1,1,1,19,15,8.68,91.32,18.53
1,1,1,20,0,11.91,88.09,19.06
1,1,1,20,1,11.91,88.09,19.06
1,1,1,20,2,11.88,88.12,19.07
1,1,1,20,3,11.88,88.12,19.07
1,1,1,20,4,11.85,88.15,19.07
1,1,1,20,5,11.86,88.14,19.07
1,1,1,20,6,11.85,88.15,19.06
1,1,1,20,7,11.82,88.18,19.06
1,1,1,20,8,11.92,88.08,19.06
1,1,1,20,9,11.85,88.15,19.06
1,1,1,20,10,11.90,88.10,19.07
1,1,1,20,11,11.84,88.16,19.06
1,1,1,20,12,11.82,88.18,19.06
1,1,1,20,13,11.90,88.10,19.07
1,1,1,20,14,11.89,88.11,19.07
1,1,1,20,15,11.88,88.12,19.07
1,1,1,21,0,14.61,85.39,19.62
1,1,1,21,1,14.52,85.48,19.62
1,1,1,21,2,14.54,85.46,19.62
1,1,1,21,3,14.55,85.45,19.62
1,1,1,21,4,14.55,85.45,19.62
1,1,1,21,5,14.57,85.43,19.62
1,1,1,21,6,14.59,85.42,19.62
1,1,1,21,7,14.55,85.45,19.62
1,1,1,21,8,14.49,85.51,19.62
1,1,1,21,9,14.58,85.42,19.62
1,1,1,21,10,14.52,85.48,19.62
1,1,1,21,11,14.64,85.36,19.62
1,1,1,21,12,14.57,85.43,19.62
1,1,1,21,13,14.54,85.46,19.62
1,1,1,21,14,14.53,85.47,19.62
1,1,1,21,15,14.56,85.44,19.62
1,1,1,22,0,16.85,83.15,20.18
1,1,1,22,1,16.78,83.22,20.18
1,1,1,22,2,16.81,83.19,20.19
1,1,1,22,3,16.82,83.18,20.18
1,1,1,22,4,16.84,83.16,20.18
1,1,1,22,5,16.80,83.20,20.19
1,1,1,22,6,16.76,83.24,20.18
1,1,1,22,7,16.81,83.19,20.19
1,1,1,22,8,16.85,83.15,20.19
1,1,1,22,9,16.79,83.21,20.19
1,1,1,22,10,16.76,83.24,20.18
1,1,1,22,11,16.79,83.21,20.19
1,1,1,22,12,16.79,83.21,20.18
1,1,1,22,13,16.80,83.20,20.18
1,1,1,22,14,16.82,83.18,20.18
1,1,1,22,15,16.79,83.21,20.19
1,1,1,23,0,18.70,81.30,20.76
1,1,1,23,1,18.70,81.30,20.76
1,1,1,23,2,18.76,81.24,20.77
1,1,1,23,3,18.75,81.25,20.77
1,1,1,23,4,18.66,81.34,20.76
1,1,1,23,5,18.77,81.23,20.77
1,1,1,23,6,18.73,81.27,20.76
1,1,1,23,7,18.70,81.30,20.77
1,1,1,23,8,18.73,81.27,20.76
1,1,1,23,9,18.78,81.22,20.76
1,1,1,23,10,18.77,81.23,20.77
1,1,1,23,11,18.64,81.36,20.77
1,1,1,23,12,18.72,81.28,20.77
1,1,1,23,13,18.69,81.31,20.77
1,1,1,23,14,18.74,81.26,20.76
1,1,1,23,15,18.64,81.36,20.77
1,1,1,24,0,20.36,79.64,21.35
1,1,1,24,1,20.36,79.64,21.35
1,1,1,24,2,20.36,79.64,21.36
1,1,1,24,3,20.40,79.60,21.35
1,1,1,24,4,20.29,79.71,21.35
1,1,1,24,5,20.34,79.66,21.35
1,1,1,24,6,20.35,79.65,21.35
1,1,1,24,7,20.35,79.65,21.36
1,1,1,24,8,20.23,79.77,21.35
1,1,1,24,9,20.38,79.62,21.36
1,1,1,24,10,20.36,79.64,21.36
1,1,1,24,11,20.34,79.66,21.35
1,1,1,24,12,20.32,79.68,21.36
1,1,1,24,13,20.38,79.62,21.35
1,1,1,24,14,20.35,79.65,21.37
1,1,1,24,15,20.40,79.60,21.36
1,1,1,25,0,21.67,78.33,21.95
1,1,1,25,1,21.73,78.27,21.96
1,1,1,25,2,21.70,78.30,21.95
1,1,1,25,3,21.77,78.23,21.96
1,1,1,25,4,21.75,78.25,21.95
1,1,1,25,5,21.74,78.26,21.95
1,1,1,25,6,21.76,78.24,21.96
1,1,1,25,7,21.72,78.28,21.95
1,1,1,25,8,21.76,78.24,21.95
1,1,1,25,9,21.68,78.32,21.95
1,1,1,25,10,21.70,78.30,21.95
1,1,1,25,11,21.76,78.24,21.95
1,1,1,25,12,21.77,78.23,21.95
1,1,1,25,13,21.69,78.31,21.95
1,1,1,25,14,21.77,78.23,21.95
1,1,1,25,15,21.75,78.25,21.97
1,1,1,26,0,22.93,77.07,22.56
1,1,1,26,1,22.97,77.03,22.56
1,1,1,26,2,22.93,77.07,22.57
1,1,1,26,3,22.89,77.11,22.57
1,1,1,26,4,22.95,77.05,22.56
1,1,1,26,5,22.93,77.07,22.57
1,1,1,26,6,22.99,77.01,22.55
1,1,1,26,7,23.00,77.00,22.57
1,1,1,26,8,22.97,77.03,22.56
1,1,1,26,9,22.99,77.01,22.55
1,1,1,26,10,22.96,77.04,22.56
1,1,1,26,11,22.92,77.08,22.56
1,1,1,26,12,22.99,77.01,22.56
1,1,1,26,13,22.92,77.08,22.57
1,1,1,26,14,22.93,77.07,22.56
1,1,1,26,15,22.87,77.13,22.57
1,1,1,27,0,24.03,75.97,23.18
1,1,1,27,1,24.04,75.96,23.18
1,1,1,27,2,23.98,76.02,23.18
1,1,1,27,3,24.00,76.00,23.18
1,1,1,27,4,23.97,76.03,23.18
1,1,1,27,5,23.92,76.08,23.17
1,1,1,27,6,23.98,76.02,23.18
1,1,1,27,7,23.93,76.07,23.18
1,1,1,27,8,24.09,75.91,23.18
1,1,1,27,9,23.97,76.03,23.19
1,1,1,27,10,24.02,75.98,23.19
1,1,1,27,11,23.95,76.05,23.17
1,1,1,27,12,23.98,76.02,23.18
1,1,1,27,13,23.97,76.03,23.19
1,1,1,27,14,23.95,76.05,23.18
1,1,1,27,15,23.98,76.02,23.18
1,1,1,28,0,24.84,75.16,23.80
1,1,1,28,1,24.83,75.17,23.80
1,1,1,28,2,24.85,75.15,23.81
1,1,1,28,3,24.87,75.13,23.80
1,1,1,28,4,24.93,75.07,23.80
1,1,1,28,5,24.92,75.08,23.80
1,1,1,28,6,24.95,75.05,23.80
1,1,1,28,7,24.94,75.06,23.81
1,1,1,28,8,24.85,75.15,23.81
1,1,1,28,9,24.83,75.17,23.80
1,1,1,28,10,24.91,75.09,23.81
1,1,1,28,11,24.87,75.13,23.80
1,1,1,28,12,24.87,75.13,23.79
1,1,1,28,13,24.89,75.11,23.80
1,1,1,28,14,24.82,75.18,23.81
1,1,1,28,15,24.93,75.07,23.80
1,1,1,29,0,25.70,74.30,24.44
1,1,1,29,1,25.71,74.29,24.43
1,1,1,29,2,25.64,74.36,24.42
1,1,1,29,3,25.68,74.32,24.44
1,1,1,29,4,25.62,74.38,24.43
1,1,1,29,5,25.64,74.36,24.44
1,1,1,29,6,25.70,74.30,24.44
1,1,1,29,7,25.68,74.32,24.44
1,1,1,29,8,25.69,74.31,24.45
1,1,1,29,9,25.67,74.33,24.44
1,1,1,29,10,25.65,74.35,24.43
1,1,1,29,11,25.74,74.26,24.43
1,1,1,29,12,25.64,74.36,24.43
1,1,1,29,13,25.60,74.40,24.43
1,1,1,29,14,25.64,74.36,24.43
1,1,1,29,15,25.72,74.28,24.44
1,1,1,30,0,26.32,73.68,25.07
1,1,1,30,1,26.37,73.63,25.08
1,1,1,30,2,26.41,73.59,25.06
1,1,1,30,3,26.37,73.63,25.08
