lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,16.98,83.02,15.65
1,1,1,17,1,17.03,82.97,15.65
1,1,1,17,2,16.95,83.05,15.65
1,1,1,17,3,16.84,83.16,15.64
1,1,1,17,4,16.99,83.01,15.65
1,1,1,17,5,17.02,82.98,15.65
1,1,1,17,6,17.01,82.99,15.65
1,1,1,17,7,17.02,82.98,15.64
1,1,1,17,8,16.95,83.05,15.65
1,1,1,17,9,16.95,83.05,15.65
1,1,1,17,10,16.93,83.08,15.65
1,1,1,17,11,16.93,83.07,15.64
1,1,1,17,12,16.97,83.03,15.64
1,1,1,17,13,16.95,83.05,15.65
1,1,1,17,14,17.02,82.98,15.65
1,1,1,17,15,16.89,83.11,15.65
1,1,1,18,0,19.25,80.75,16.23
1,1,1,18,1,19.25,80.75,16.23
1,1,1,18,2,19.34,80.66,16.23
1,1,1,18,3,19.28,80.72,16.23
1,1,1,18,4,19.30,80.70,16.23
1,1,1,18,5,19.33,80.67,16.23
1,1,1,18,6,19.37,80.63,16.23
1,1,1,18,7,19.28,80.72,16.23
1,1,1,18,8,19.31,80.69,16.22
1,1,1,18,9,19.32,80.68,16.23
1,1,1,18,10,19.26,80.74,16.23
1,1,1,18,11,19.28,80.72,16.23
1,1,1,18,12,19.32,80.68,16.23
1,1,1,18,13,19.30,80.70,16.23
1,1,1,18,14,19.26,80.74,16.23
1,1,1,18,15,19.30,80.70,16.23
1,1,1,19,0,21.18,78.82,16.82
1,1,1,19,1,21.21,78.79,16.82
1,1,1,19,2,21.20,78.80,16.82
1,1,1,19,3,21.15,78.85,16.82
1,1,1,19,4,21.20,78.80,16.82
1,1,1,19,5,21.23,78.77,16.82
1,1,1,19,6,21.18,78.82,16.81
1,1,1,19,7,21.19,78.81,16.83
1,1,1,19,8,21.19,78.81,16.82
1,1,1,19,9,21.17,78.83,16.82
1,1,1,19,10,21.26,78.74,16.82
1,1,1,19,11,21.23,78.77,16.82
1,1,1,19,12,21.28,78.72,16.82
1,1,1,19,13,21.16,78.84,16.82
1,1,1,19,14,21.20,78.80,16.82
1,1,1,19,15,21.20,78.80,16.82
1,1,1,20,0,22.81,77.19,17.43
1,1,1,20,1,22.81,77.19,17.43
1,1,1,20,2,22.74,77.26,17.42
1,1,1,20,3,22.79,77.21,17.42
1,1,1,20,4,22.76,77.24,17.42
1,1,1,20,5,22.86,77.14,17.43
1,1,1,20,6,22.74,77.26,17.43
1,1,1,20,7,22.83,77.17,17.43
1,1,1,20,8,22.75,77.25,17.43
1,1,1,20,9,22.86,77.14,17.42
1,1,1,20,10,22.77,77.23,17.44
1,1,1,20,11,22.73,77.27,17.43
1,1,1,20,12,22.76,77.24,17.42
1,1,1,20,13,22.84,77.16,17.43
1,1,1,20,14,22.80,77.20,17.43
1,1,1,20,15,22.79,77.21,17.43
1,1,1,21,0,24.08,75.92,18.05
1,1,1,21,1,24.13,75.87,18.04
1,1,1,21,2,24.07,75.93,18.05
1,1,1,21,3,24.06,75.94,18.05
1,1,1,21,4,24.12,75.88,18.05
1,1,1,21,5,24.11,75.89,18.05
1,1,1,21,6,24.11,75.89,18.05
1,1,1,21,7,24.14,75.86,18.04
1,1,1,21,8,24.14,75.86,18.03
1,1,1,21,9,24.14,75.86,18.04
1,1,1,21,10,24.16,75.84,18.05
1,1,1,21,11,24.15,75.85,18.05
1,1,1,21,12,24.10,75.90,18.05
1,1,1,21,13,24.15,75.85,18.04
1,1,1,21,14,24.00,76.00,18.05
1,1,1,21,15,24.17,75.83,18.05
1,1,1,22,0,25.15,74.85,18.68
1,1,1,22,1,25.23,74.77,18.66
1,1,1,22,2,25.27,74.73,18.68
1,1,1,22,3,25.17,74.83,18.68
1,1,1,22,4,25.23,74.77,18.67
1,1,1,22,5,25.19,74.81,18.68
1,1,1,22,6,25.19,74.81,18.68
1,1,1,22,7,25.25,74.75,18.67
