lands_in_deck,drs_in_deck,targets_in_deck,creatures_in_deck,blanks_in_deck,win_%,fail_%,avg_creatures_in_gy
1,1,1,17,0,33.31,66.69,12.75
1,1,1,17,1,33.21,66.79,12.74
1,1,1,17,2,33.28,66.72,12.75
1,1,1,17,3,33.38,66.62,12.74
1,1,1,17,4,33.30,66.70,12.75
1,1,1,17,5,33.32,66.68,12.75
1,1,1,17,6,33.30,66.70,12.75
1,1,1,17,7,33.39,66.61,12.76
1,1,1,17,8,33.41,66.59,12.76
1,1,1,17,9,33.34,66.66,12.76
1,1,1,17,10,33.30,66.70,12.76
1,1,1,17,11,33.31,66.69,12.75
1,1,1,17,12,33.41,66.59,12.75
1,1,1,17,13,33.41,66.59,12.74
1,1,1,17,14,33.34,66.66,12.76
1,1,1,17,15,33.36,66.64,12.74
1,1,1,18,0,33.30,66.70,13.50
1,1,1,18,1,33.27,66.73,13.50
1,1,1,18,2,33.39,66.61,13.51
1,1,1,18,3,33.29,66.71,13.50
1,1,1,18,4,33.29,66.71,13.50
1,1,1,18,5,33.46,66.54,13.50
1,1,1,18,6,33.41,66.59,13.50
1,1,1,18,7,33.29,66.71,13.51
1,1,1,18,8,33.33,66.67,13.50
1,1,1,18,9,33.47,66.53,13.50
1,1,1,18,10,33.29,66.71,13.50
1,1,1,18,11,33.35,66.65,13.50
1,1,1,18,12,33.38,66.62,13.50
1,1,1,18,13,33.32,66.68,13.49
1,1,1,18,14,33.30,66.70,13.49
1,1,1,18,15,33.31,66.69,13.51
1,1,1,19,0,33.39,66.61,14.25
1,1,1,19,1,33.28,66.72,14.25
1,1,1,19,2,33.39,66.61,14.26
1,1,1,19,3,33.30,66.70,14.26
1,1,1,19,4,33.32,66.68,14.26
1,1,1,19,5,33.31,66.69,14.26
1,1,1,19,6,33.38,66.62,14.26
1,1,1,19,7,33.33,66.67,14.25
1,1,1,19,8,33.41,66.59,14.25
1,1,1,19,9,33.45,66.55,14.26
1,1,1,19,10,33.39,66.61,14.26
1,1,1,19,11,33.37,66.63,14.25
1,1,1,19,12,33.35,66.65,14.25
1,1,1,19,13,33.30,66.70,14.23
1,1,1,19,14,33.33,66.67,14.25
1,1,1,19,15,33.38,66.62,14.25
1,1,1,20,0,33.37,66.63,14.99
1,1,1,20,1,33.31,66.69,14.99
1,1,1,20,2,33.42,66.58,15.00
1,1,1,20,3,33.35,66.65,15.01
1,1,1,20,4,33.33,66.67,14.99
1,1,1,20,5,33.35,66.65,14.99
1,1,1,20,6,33.35,66.65,14.99
1,1,1,20,7,33.27,66.73,15.01
1,1,1,20,8,33.34,66.66,15.01
1,1,1,20,9,33.33,66.67,15.00
1,1,1,20,10,33.35,66.65,15.01
1,1,1,20,11,33.41,66.59,15.00
1,1,1,20,12,33.33,66.67,15.00
1,1,1,20,13,33.33,66.67,15.00
1,1,1,20,14,33.23,66.77,15.00
1,1,1,20,15,33.36,66.64,15.00
1,1,1,21,0,33.40,66.60,15.75
1,1,1,21,1,33.36,66.64,15.77
1,1,1,21,2,33.30,66.70,15.76
1,1,1,21,3,33.43,66.57,15.76
1,1,1,21,4,33.32,66.68,15.75
1,1,1,21,5,33.30,66.70,15.75
1,1,1,21,6,33.37,66.63,15.74
1,1,1,21,7,33.34,66.66,15.76
1,1,1,21,8,33.23,66.77,15.75
1,1,1,21,9,33.35,66.65,15.75
1,1,1,21,10,33.33,66.67,15.74
1,1,1,21,11,33.31,66.69,15.74
1,1,1,21,12,33.39,66.61,15.76
1,1,1,21,13,33.37,66.63,15.74
1,1,1,21,14,33.29,66.71,15.74
1,1,1,21,15,33.35,66.65,15.76
1,1,1,22,0,33.29,66.71,16.49
1,1,1,22,1,33.33,66.67,16.50
1,1,1,22,2,33.34,66.66,16.48
1,1,1,22,3,33.29,66.71,16.49
1,1,1,22,4,33.25,66.75,16.49
1,1,1,22,5,33.30,66.70,16.49
1,1,1,22,6,33.33,66.67,16.50
1,1,1,22,7,33.35,66.65,16.51
1,1,1,22,8,33.35,66.65,16.51
1,1,1,22,9,33.37,66.63,16.50
1,1,1,22,10,33.36,66.64,16.50
1,1,1,22,11,33.31,66.69,16.49
1,1,1,22,12,33.33,66.67,16.49
1,1,1,22,13,33.29,66.71,16.50
1,1,1,22,14,33.22,66.78,16.50
1,1,1,22,15,33.38,66.62,16.51
1,1,1,23,0,33.35,66.65,17.26
1,1,1,23,1,33.33,66.67,17.26
1,1,1,23,2,33.34,66.66,17.25
1,1,1,23,3,33.36,66.64,17.25
1,1,1,23,4,33.37,66.63,17.26
1,1,1,23,5,33.39,66.61,17.25
1,1,1,23,6,33.37,66.63,17.25
1,1,1,23,7,33.36,66.64,17.26
1,1,1,23,8,33.33,66.67,17.26
1,1,1,23,9,33.29,66.71,17.24
1,1,1,23,10,33.35,66.65,17.25
1,1,1,23,11,33.34,66.66,17.23
1,1,1,23,12,33.32,66.68,17.24
1,1,1,23,13,33.35,66.65,17.25
1,1,1,23,14,33.34,66.66,17.24
1,1,1,23,15,33.29,66.71,17.25
1,1,1,24,0,33.19,66.81,18.00
1,1,1,24,1,33.45,66.55,18.00
1,1,1,24,2,33.28,66.72,18.00
1,1,1,24,3,33.40,66.60,18.00
1,1,1,24,4,33.28,66.72,18.00
1,1,1,24,5,33.35,66.65,18.01
1,1,1,24,6,33.30,66.70,18.00
1,1,1,24,7,33.27,66.73,17.99
1,1,1,24,8,33.34,66.66,18.01
1,1,1,24,9,33.32,66.68,18.00
1,1,1,24,10,33.27,66.73,17.99
1,1,1,24,11,33.27,66.73,18.01
1,1,1,24,12,33.33,66.67,17.99
1,1,1,24,13,33.31,66.69,18.00
1,1,1,24,14,33.30,66.70,17.99
1,1,1,24,15,33.35,66.65,18.00
1,1,1,25,0,33.25,66.75,18.75
1,1,1,25,1,33.34,66.66,18.76
1,1,1,25,2,33.26,66.74,18.74
1,1,1,25,3,33.36,66.64,18.75
1,1,1,25,4,33.42,66.58,18.76
1,1,1,25,5,33.29,66.71,18.74
1,1,1,25,6,33.30,66.70,18.76
1,1,1,25,7,33.38,66.62,18.76
1,1,1,25,8,33.28,66.72,18.75
1,1,1,25,9,33.31,66.69,18.74
1,1,1,25,10,33.32,66.68,18.75
1,1,1,25,11,33.32,66.68,18.74
1,1,1,25,12,33.42,66.58,18.75
1,1,1,25,13,33.29,66.71,18.76
1,1,1,25,14,33.30,66.70,18.74
1,1,1,25,15,33.23,66.77,18.76
1,1,1,26,0,33.31,66.69,19.51
1,1,1,26,1,33.31,66.69,19.49
1,1,1,26,2,33.34,66.66,19.51
1,1,1,26,3,33.27,66.73,19.50
1,1,1,26,4,33.29,66.71,19.50
1,1,1,26,5,33.33,66.67,19.50
1,1,1,26,6,33.28,66.72,19.50
1,1,1,26,7,33.40,66.60,19.49
1,1,1,26,8,33.32,66.68,19.51
1,1,1,26,9,33.24,66.76,19.50
1,1,1,26,10,33.29,66.71,19.49
1,1,1,26,11,33.33,66.67,19.50
1,1,1,26,12,33.32,66.68,19.51
1,1,1,26,13,33.30,66.70,19.51
1,1,1,26,14,33.28,66.72,19.51
1,1,1,26,15,33.34,66.66,19.50
1,1,1,27,0,33.27,66.73,20.24
1,1,1,27,1,33.31,66.69,20.24
1,1,1,27,2,33.24,66.76,20.24
1,1,1,27,3,33.35,66.65,20.25
1,1,1,27,4,33.49,66.51,20.27
1,1,1,27,5,33.38,66.62,20.24
1,1,1,27,6,33.45,66.55,20.27
1,1,1,27,7,33.32,66.68,20.26
1,1,1,27,8,33.29,66.71,20.24
1,1,1,27,9,33.27,66.73,20.26
1,1,1,27,10,33.28,66.72,20.25
1,1,1,27,11,33.28,66.72,20.23
1,1,1,27,12,33.39,66.61,20.24
1,1,1,27,13,33.28,66.72,20.25
1,1,1,27,14,33.33,66.67,20.25
1,1,1,27,15,33.32,66.68,20.25
1,1,1,28,0,33.37,66.63,21.01
1,1,1,28,1,33.35,66.65,21.00
1,1,1,28,2,33.32,66.68,21.01
1,1,1,28,3,33.30,66.70,20.99
1,1,1,28,4,33.37,66.63,21.00
1,1,1,28,5,33.34,66.66,21.00
1,1,1,28,6,33.34,66.66,20.98
1,1,1,28,7,33.42,66.58,21.00
1,1,1,28,8,33.27,66.73,21.02
1,1,1,28,9,33.39,66.61,20.98
1,1,1,28,10,33.40,66.60,21.00
1,1,1,28,11,33.36,66.64,21.01
1,1,1,28,12,33.33,66.67,21.00
1,1,1,28,13,33.40,66.60,21.01
1,1,1,28,14,33.33,66.67,20.98
1,1,1,28,15,33.34,66.66,20.99
1,1,1,29,0,33.37,66.63,21.74
1,1,1,29,1,33.34,66.66,21.74
1,1,1,29,2,33.28,66.72,21.74
1,1,1,29,3,33.35,66.65,21.77
1,1,1,29,4,33.29,66.71,21.73
1,1,1,29,5,33.31,66.69,21.78
1,1,1,29,6,33.35,66.65,21.76
1,1,1,29,7,33.32,66.68,21.75
1,1,1,29,8,33.32,66.68,21.77
1,1,1,29,9,33.38,66.62,21.76
1,1,1,29,10,33.31,66.69,21.75
1,1,1,29,11,33.29,66.71,21.74
1,1,1,29,12,33.38,66.62,21.76
1,1,1,29,13,33.37,66.63,21.74
1,1,1,29,14,33.33,66.67,21.75
1,1,1,29,15,33.46,66.54,21.75
1,1,1,30,0,33.41,66.59,22.50
1,1,1,30,1,33.36,66.64,22.49
1,1,1,30,2,33.36,66.64,22.50
1,1,1,30,3,33.41,66.59,22.49
1,1,1,30,4,33.36,66.64,22.50
1,1,1,30,5,33.38,66.62,22.51
1,1,1,30,6,33.38,66.62,22.49
1,1,1,30,7,33.23,66.77,22.50
1,1,1,30,8,33.37,66.63,22.50
1,1,1,30,9,33.34,66.66,22.49
1,1,1,30,10,33.37,66.63,22.51
1,1,1,30,11,33.35,66.65,22.50
1,1,1,30,12,33.34,66.66,22.50
1,1,1,30,13,33.40,66.60,22.49
1,1,1,30,14,33.35,66.65,22.50
1,1,1,30,15,33.37,66.64,22.52
